dependency,restimulus,num_obs_train,num_subj_train,num_subj_rerep_train,num_obs_test,num_subj_test,num_subj_rerep_test,num_coeffs_glm,wmae_glm_train,wwmape_glm_train,wmae_glm_test,wwmape_glm_test,num_coeffs_lme,subj_intercept_mean,subj_intercept_var,rand_eff_var,rand_eff_ICC,x_joint_poly_stand_est,x_joint_poly_stand_t_val,y_joint_scale,y_joint_center,x_joint_poly_scale,x_joint_poly_center,wmae_lme_train,wwmape_lme_train,wmae_lme_test,wwmape_lme_test,x_joint_scaled_stand_est,x_joint_scaled_stand_t_val,x_joint_scaled_scale,x_joint_scaled_center,x_joint_exp_stand_est,x_joint_exp:x_joint_weight_exp_stand_est,x_joint_exp_stand_t_val,x_joint_exp:x_joint_weight_exp_stand_t_val,x_joint_exp_scale,x_joint_exp:x_joint_weight_exp_scale,x_joint_exp_center,x_joint_exp:x_joint_weight_exp_center,x_joint_poly:x_joint_height_exp_stand_est,x_joint_poly:x_joint_height_exp_stand_t_val,x_joint_poly:x_joint_height_exp_scale,x_joint_poly:x_joint_height_exp_center,x_joint_poly:x_joint_weight_exp_stand_est,x_joint_poly:x_joint_weight_exp_stand_t_val,x_joint_poly:x_joint_weight_exp_scale,x_joint_poly:x_joint_weight_exp_center,x_joint_exp:x_joint_height_exp_stand_est,x_joint_exp:x_joint_height_exp_stand_t_val,x_joint_exp:x_joint_height_exp_scale,x_joint_exp:x_joint_height_exp_center,x_joint_height_stand_est,x_joint_height_stand_t_val,x_joint_height_scale,x_joint_height_center,x_joint_scaled:x_joint_height_exp_stand_est,x_joint_scaled:x_joint_height_exp_stand_t_val,x_joint_scaled:x_joint_height_exp_scale,x_joint_scaled:x_joint_height_exp_center,x_joint_weight_stand_est,x_joint_weight_stand_t_val,x_joint_weight_scale,x_joint_weight_center,x_joint_scaled:x_joint_height_poly_stand_est,x_joint_scaled:x_joint_height_poly_stand_t_val,x_joint_scaled:x_joint_height_poly_scale,x_joint_scaled:x_joint_height_poly_center,x_joint_scaled:x_joint_weight_poly_stand_est,x_joint_scaled:x_joint_weight_poly_stand_t_val,x_joint_scaled:x_joint_weight_poly_scale,x_joint_scaled:x_joint_weight_poly_center,x_joint_scaled:x_joint_poly_stand_est,x_joint_scaled:x_joint_poly_stand_t_val,x_joint_scaled:x_joint_poly_scale,x_joint_scaled:x_joint_poly_center,x_joint_weight_exp:x_joint_weight_poly_stand_est,x_joint_weight_exp:x_joint_weight_poly_stand_t_val,x_joint_weight_exp:x_joint_weight_poly_scale,x_joint_weight_exp:x_joint_weight_poly_center,x_joint_weight_exp_stand_est,x_joint_weight_exp_stand_t_val,x_joint_weight_exp_scale,x_joint_weight_exp_center,x_joint_height:x_joint_weight_exp_stand_est,x_joint_height:x_joint_weight_exp_stand_t_val,x_joint_height:x_joint_weight_exp_scale,x_joint_height:x_joint_weight_exp_center,x_joint_weight_exp:x_joint_poly_stand_est,x_joint_weight_exp:x_joint_poly_stand_t_val,x_joint_weight_exp:x_joint_poly_scale,x_joint_weight_exp:x_joint_poly_center,x_joint_poly:x_joint_weight_poly_stand_est,x_joint_poly:x_joint_weight_poly_stand_t_val,x_joint_poly:x_joint_weight_poly_scale,x_joint_poly:x_joint_weight_poly_center
CMC5 - PIP5,2,224433,22,68,64903,16,17,7,15.359803053044814,0.6296656327915068,17.566037116095522,0.733964242266104,3,0.05998152975570916,1.4516872586884937,1.3893242665115202,0.7948455865251973,-0.4071677487341778,-70.79080625632028,21.78582117405629,25.392551227184423,36.33703420213298,32.114728707342294,10.40743909756976,0.42664653332330793,11.653050232260373,0.4869010652364445,1.569203769407317,275.64231186983943,3.073938572156204,4.7608478723902214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CMC5 - PIP5,3,407284,25,80,122973,19,20,5,13.76357463466743,0.5302214848832258,13.037222498617496,0.47874292026017445,3,0.05451458659463765,0.7286678155215108,0.7025321779562157,0.6212024891956964,-0.5709178601278627,-140.58183668798088,19.772422940425468,24.466545618420742,32.758045121077075,36.485528495648175,10.022080337487354,0.3860859158475386,11.107714785071648,0.40788901272385475,1.2116593302298349,287.0156577298724,2.6285259816062743,5.438418577456815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP5_f - DIP5,6,316515,17,44,75904,11,11,4,9.731299271572306,0.3722087696453763,10.111295788137166,0.3807003330056379,3,-0.013003715410941665,0.6225091063593889,0.5860838747047616,0.6631274370584325,0.6340608041173437,198.1953675651501,14.642213263574561,26.87995846634759,1639.0664973682374,1295.773885800926,5.739888169671391,0.21954280244741164,5.43015515776897,0.20445073709151046,-1.2340792325372072,-365.5603132406751,23.006983341129445,27.684910613613617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP5_f - DIP5,14,260264,19,48,60042,12,12,4,12.642142303386672,0.48580312304329004,13.98656253610137,0.47622242288954525,3,0.17877869791846546,0.614601421050654,0.6142513272685992,0.6624273203007288,0.6378932185491039,179.67194575387708,16.86768878278768,23.874540175921773,1763.4830335962015,1327.4074026694498,6.954554148535137,0.26724458906201115,9.491424365271298,0.3231694060806938,-1.2598258525367643,-342.5434250772617,23.3110771885342,28.000056622870094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CMC5 - DIP5,6,210643,21,60,49890,14,14,9,9.130661880964915,0.42313236313320335,11.007569568385499,0.48110233114834733,3,0.0657992430374098,1.0449206448226505,0.9995427633759582,0.7103158279796925,0.7045565942759732,139.98032334010315,12.031814490459853,18.617484740094106,13.849624537099075,12.210880189926277,5.583983391462996,0.2587724875731138,7.272850298471781,0.31787082615739765,-1.0440529723705787,-221.36917158489166,1.9459420098886513,2.902448597459066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CMC5 - DIP5,12,174736,20,53,53969,13,13,5,14.61765051059139,0.4779093795213417,17.820867302631232,0.6328394915050799,3,0.4118331692294526,1.0415500138275722,1.1591119225999136,0.7612797752213026,0.5565371207222525,103.19532958316566,17.281397248796,24.33528102024944,12.484739494056077,10.195700305917585,7.942907901598387,0.25968538405659775,11.74425514115869,0.4170520056865822,-1.2648900113088986,-256.08464349054543,1.8528576547798852,2.600507347478364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CMC5 - DIP5,20,234460,19,56,62496,14,14,8,18.96494039324275,0.4066724237009764,19.881819726840266,0.3832691839984669,3,0.0113562490456662,0.56739936165405,0.5377293965805873,0.5259637602478391,0.5430333103323376,103.65430368389963,25.237256705978417,44.39229184926755,13.853631801282246,8.094312560542262,13.897377037836279,0.29800673695114177,18.642227433826193,0.3593731054120126,-1.218889678713354,-239.52356710581668,1.9613303576160932,2.060949343378039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CMC1_f - MCP1,1,583180,41,144,125444,34,36,4,9.407159362681883,0.8471387483423016,9.214203265994122,0.7979167916045972,2,0.07985979385920994,0.6457225768369422,0.6364148666613835,0.6177459638034898,NA,NA,12.522263924044628,-6.159357476897412,NA,NA,6.088335383807325,0.5482701650603576,7.050103735192445,0.6105135724132973,-0.5959332141553364,-515.3672955106056,13.055878965661803,24.557928279455826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP1 - IP1,3,354043,24,65,61240,16,16,10,8.319143473477755,0.5978805673472094,10.214096605047732,0.9660836328291114,2,-0.10293217985470077,0.7700490013706176,0.7485743112747689,0.6170946553370873,NA,NA,12.183786958580368,11.202533626031508,NA,NA,6.509614389676245,0.4678332519350315,7.273200745657813,0.6879238047531336,1.093964425192425,663.2389648049042,11.477216490278495,0.3075496534291164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP1 - IP1,11,514037,35,110,129031,27,27,5,15.05077276672892,0.5342599252858468,15.158814178328885,0.5342248796743735,2,-0.2705514331854481,0.5380420140946658,0.595902865986129,0.5983751486526119,NA,NA,20.924625584966623,29.405223090615596,NA,NA,10.773429251264153,0.38242631099822855,11.30720288569633,0.3984869152694349,-0.8062891151840424,-678.817852490013,11.736814484411976,-7.306587496222039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CMC1_f - IP1,5,501269,43,152,112893,35,38,14,17.49932051728947,0.5851302754159325,17.53268012156787,0.621745507587913,4,-0.06642029987009887,1.0197688127478963,1.0008719100808443,0.6377176403258662,NA,NA,21.748922621631003,28.867758002356293,NA,NA,13.246539660704462,0.44292870642137644,77.66458190673534,2.7541485137691577,0.8405590963756099,545.945139633037,13.477732917694473,24.67666900473802,-0.5445814222106437,-3.987969978860527,-38.23414110372859,-40.52038071138674,32437339663678964e4,6547040700138224e47,5280871666020543e4,4696162151747664e45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CMC1_f - IP1,10,589598,49,157,135527,36,39,5,15.33807656909636,0.5125820388528349,15.776866291461134,0.5385611637697754,2,0.07516159059768053,0.7396250310994523,0.7302230945668707,0.5903850463436164,NA,NA,20.25685377637005,28.578032608374496,NA,NA,11.495656065432138,0.38417247413163214,11.79422609107141,0.40260923887078215,0.8787605938676047,682.1148294396335,13.162793721736529,23.599021806526963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP2_f - PIP2,1,662589,41,144,169570,31,36,4,15.265235707252701,0.349664459137269,14.029040800944607,0.31689482443581257,2,0.16523626825641605,0.4337346792707475,0.45049096446671566,0.5122396078934291,NA,NA,20.883261516135583,42.53653897186869,NA,NA,11.158190382977146,0.255588756049189,11.052970736356327,0.24966990050780752,0.7855912139007518,761.7476630697145,16.046545285550415,18.04904037158135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP2_f - PIP2,2,760372,59,220,184198,48,54,16,12.207696906958166,0.17916834056675993,12.206355076408032,0.18073283729692435,2,0.08231880722377322,0.2149851628124123,0.21814336579367016,0.4827604106200901,0.7589003152645027,1291.2804373999045,27.99782708755849,63.553662450832654,1736.2350668824993,1970.7112521629313,11.052193593298727,0.16220939959651426,11.772654265010082,0.1743112660996857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP2_f - PIP2,3,624442,47,175,152912,40,43,8,12.212030062460869,0.17440069493413993,12.41119512522539,0.18435632266971663,2,0.06153810597081863,0.31782132106350897,0.31487398286051493,0.5809937446092848,NA,NA,22.499517502369773,68.76562857618441,NA,NA,8.199339796296545,0.11709523733248253,9.279129921212073,0.13783251754477022,0.879237870332034,1258.692177458698,18.48629711855334,44.666513170244144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP2_f - PIP2,4,255056,41,105,79993,25,26,7,13.348414466556294,0.5174002112973365,13.512562267438556,0.4847177577233479,2,0.07230265693416953,0.32107021995409607,0.31852719170163796,0.500562214891652,NA,NA,25.81197392086103,26.0454255395166,NA,NA,11.32824792947153,0.43909618532015077,12.049943710551172,0.43225123262859244,0.902777187754045,740.6804451590688,16.024842812194944,16.92894573574999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP2_f - PIP2,5,468281,38,124,133414,28,30,14,14.081797914105659,0.2739172698819393,14.640149569470633,0.2858760209748765,2,0.024796965226985282,0.7022447591381062,0.6844745629275836,0.6597751018389976,NA,NA,19.98683470798393,51.22149279756156,NA,NA,9.420178161804651,0.1832400592326548,11.487066255387049,0.22430623254100843,1.2450839854406044,907.9106139598177,18.705784486561978,23.11807337195164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP2_f - PIP2,10,468345,34,108,106947,26,27,6,11.910261368511655,0.24192158561072816,13.253798028707276,0.2579912345014467,3,0.11360227522716733,0.8304206636267828,0.8189087608247348,0.7169572822266091,-0.39812740369752264,-126.21159620435698,15.896762108724396,46.48847539163392,1335.4293789751976,1474.0490371221022,6.870413911013116,0.13955205311854535,9.553871950581154,0.18597048283521977,1.2543028309680726,373.5760495685612,17.950613536236705,33.93855033441382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP2_f - PIP2,17,654275,32,101,156757,23,25,7,10.628000025877034,0.18137939801273653,10.821854962763771,0.18621177543030182,3,0.08248834615234271,0.5885431989567321,0.5769782747405021,0.7403484855866412,-0.647439457574014,-191.25067282591283,18.52399986436237,54.39957565723871,1428.9480326024636,2267.7896721662196,6.397171682494528,0.10917530541304565,7.459529049434007,0.12835619706127266,1.4598035465435488,425.95397133410603,14.933414561917836,45.21927843889045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP2 - DIP2,1,434774,37,120,108022,28,29,7,11.291578996965987,0.5872331794837128,11.93772358630989,0.6003468940267882,3,-0.3831560207974988,0.6216375914815387,0.7516423815605517,0.744551832960744,0.43934750383465426,152.15654558148464,19.797588118592554,20.14788562734764,1892.8601216778497,2260.8680161832654,7.766865362008068,0.40392588515560424,8.752598359619443,0.44016727325529914,0.33294839954720107,118.00979268510187,20.327824526900816,42.98428220422729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP2 - DIP2,2,532400,49,162,136136,36,40,5,13.643471143493146,0.4286775768166014,13.667959345639874,0.4083013992034801,2,-0.0693246676303547,0.4840718300014027,0.479013543366982,0.7740504414819429,1.1032527015181623,1761.4066902422057,27.270019823232065,28.540644387097487,3545.2755544248166,5047.152102111881,8.11533315599503,0.2549835973399271,9.217134429931846,0.2753424113445488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP2 - DIP2,3,534768,46,153,141269,36,38,4,14.063482146462938,0.4809628404336737,14.740671538937248,0.47968468569624756,3,0.022205180240770627,0.5724098170229784,0.5604640006259187,0.7904979993763341,1.4369948826734003,357.7304993336016,24.73250698928072,26.30270747965636,3178.648920982486,5404.977000985347,7.418482395517744,0.25370774659480744,8.178417335178644,0.2661385906710699,-0.3176679456093288,-80.00604076952158,23.23134269963316,69.75157866723471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP2 - DIP2,5,513145,34,116,124828,24,28,5,12.00547731584705,0.5737820607634307,11.987972624281232,0.5331269493350376,2,-0.19868486695427395,0.6914079619169079,0.710583531219924,0.6803373462083395,0.8639194389593324,983.1690461195295,18.968910075916828,18.92366148381318,1816.9760583331085,2741.3688876060346,8.32600795074925,0.3979278686077421,8.92988153384046,0.3971280757195667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP2 - DIP2,6,479437,29,90,125577,21,22,4,11.359928410926226,0.632671924452699,12.02846761936702,0.6412595598851739,2,-0.434229885368212,0.6877328510478855,0.8526262598165998,0.7763379260271434,NA,NA,18.026101597066244,18.313282055931925,NA,NA,6.6414290501289726,0.36988311424742176,8.832056811528908,0.47085306649725345,1.0378415986397826,1069.2048585937814,20.328038377992467,52.14574418911083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP2 - DIP2,8,532937,46,166,149834,38,41,5,12.227129186943538,0.37257710125427845,12.359188505381763,0.3653175525403952,3,-0.05423859826639902,0.23332583315305472,0.23635558417502797,0.6432425633041063,1.0495842042239836,1789.9889029569415,27.922062613053434,29.99798779443842,3864.5687929135674,5208.1885389322915,7.925608510706375,0.24150397034721835,8.248920906682704,0.24382471352519755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3486493797037763,5.146026922536019,7.671224389476289,174.32097227252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP2 - DIP2,9,226058,20,55,59299,11,13,4,8.152477806800164,0.7219507056199062,6.62587544142685,0.7754880982305467,3,-0.2566702635830364,0.6946402618973162,0.7258601100380294,0.6322536426105281,0.6431947758646913,102.45227406464127,12.00362009333436,8.85185879911926,2070.456490816918,2549.0790097106933,5.897064547015588,0.5222203619190293,6.612367402126677,0.7739071262064998,0.35346289037753115,52.246639671773224,19.727910867957185,46.4746195695727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP2 - DIP2,10,524472,33,117,138981,26,29,5,11.377763093601413,0.5326002726818746,13.290196349481157,0.6074223252292802,3,-0.3111236340488243,0.9977052815745614,1.0642772421569506,0.7918205392950142,0.5262428816454903,130.18845278786637,17.66055854542251,20.318837847079063,1771.7836541335691,2611.728609458305,7.326276410011692,0.3429476235016172,8.260609900377027,0.377547384670123,0.5548859185674347,140.40212383522288,17.16737785285084,48.13533327037598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP2 - DIP2,11,553932,37,133,132435,29,33,4,12.558554589775834,0.6410166446960396,12.857559501351636,0.6492172629312707,2,-0.2909605208721921,0.596221858275488,0.6647916567120786,0.7148095789073312,NA,NA,19.376822791652867,20.581985789263886,NA,NA,7.8928119564667565,0.40286673130919703,8.199082330576145,0.4139965899940199,0.8023563751339081,853.3960864398731,19.781378814988106,42.288223673758196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP2 - DIP2,12,235219,24,65,66863,15,16,6,8.021818325316868,0.5728314822074485,9.571594354005796,0.6055300750966617,3,-0.18520662058556206,1.0250693678349836,1.0167250568793298,0.8400262859404556,1.622047568393637,647.0400858966381,14.164700507355718,15.076796852511388,2645.6640827643305,2824.4677094063986,4.51387686738251,0.3223322533102245,10.471370608361209,0.6624528366261455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8149779789468891,171.71887839516165,19974036429034146e32,69605034083376935e31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP2 - DIP2,13,275069,19,57,81013,13,14,4,11.73779594401982,0.7261728243847243,10.994816570653407,0.6105971910146083,2,-0.522513378423388,0.8703357009814146,1.0975652674751337,0.8366233103991991,NA,NA,18.028761093116884,18.028956752934967,NA,NA,6.354711645947106,0.39314185781522026,7.2782507285588895,0.4041976891383444,0.9111774870294523,667.0138600170188,21.652544396750642,35.65154331966816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
